"","age_gp","sex","region","july1_2020","july1_2021"
"5782","12","total","Michigan",129171,124698
"5783","12","male","Michigan",66257,63858
"5784","12","female","Michigan",62914,60840
"5785","13","total","Michigan",130012,129325
"5786","13","male","Michigan",66777,66342
"5787","13","female","Michigan",63235,62983
"5788","14","total","Michigan",129020,130074
"5789","14","male","Michigan",66115,66801
"5790","14","female","Michigan",62905,63273
"5791","15","total","Michigan",129089,129176
"5792","15","male","Michigan",66228,66268
"5793","15","female","Michigan",62861,62908
"5794","16","total","Michigan",131418,129116
"5795","16","male","Michigan",67224,66194
"5796","16","female","Michigan",64194,62922
"5797","17","total","Michigan",130875,131442
"5798","17","male","Michigan",66994,67365
"5799","17","female","Michigan",63881,64077
"5800","18","total","Michigan",131866,131482
"5801","18","male","Michigan",67329,67124
"5802","18","female","Michigan",64537,64358
"5803","19","total","Michigan",130162,126914
"5804","19","male","Michigan",66427,64875
"5805","19","female","Michigan",63735,62039
"5806","20","total","Michigan",134560,133849
"5807","20","male","Michigan",68117,67813
"5808","20","female","Michigan",66443,66036
"5809","21","total","Michigan",135788,137191
"5810","21","male","Michigan",68777,69433
"5811","21","female","Michigan",67011,67758
"5812","22","total","Michigan",135527,135614
"5813","22","male","Michigan",68848,68871
"5814","22","female","Michigan",66679,66743
"5815","23","total","Michigan",134197,134198
"5816","23","male","Michigan",68182,68397
"5817","23","female","Michigan",66015,65801
"5818","24","total","Michigan",131297,130497
"5819","24","male","Michigan",67280,66638
"5820","24","female","Michigan",64017,63859
"5821","25","total","Michigan",131751,128735
"5822","25","male","Michigan",67572,65860
"5823","25","female","Michigan",64179,62875
"5824","26","total","Michigan",133025,130259
"5825","26","male","Michigan",68182,66768
"5826","26","female","Michigan",64843,63491
"5827","27","total","Michigan",133958,132238
"5828","27","male","Michigan",68559,67796
"5829","27","female","Michigan",65399,64442
"5830","28","total","Michigan",137068,133891
"5831","28","male","Michigan",69831,68418
"5832","28","female","Michigan",67237,65473
"5833","29","total","Michigan",140105,136940
"5834","29","male","Michigan",70988,69627
"5835","29","female","Michigan",69117,67313
"5836","30","total","Michigan",138128,140073
"5837","30","male","Michigan",69798,70827
"5838","30","female","Michigan",68330,69246
"5839","31","total","Michigan",129693,138353
"5840","31","male","Michigan",65663,69854
"5841","31","female","Michigan",64030,68499
"5842","32","total","Michigan",124461,129840
"5843","32","male","Michigan",62881,65608
"5844","32","female","Michigan",61580,64232
"5845","33","total","Michigan",121505,124687
"5846","33","male","Michigan",61507,62931
"5847","33","female","Michigan",59998,61756
"5848","34","total","Michigan",122311,121722
"5849","34","male","Michigan",61877,61671
"5850","34","female","Michigan",60434,60051
"5851","35","total","Michigan",122710,122297
"5852","35","male","Michigan",62007,61842
"5853","35","female","Michigan",60703,60455
"5854","36","total","Michigan",120234,123041
"5855","36","male","Michigan",60744,62188
"5856","36","female","Michigan",59490,60853
"5857","37","total","Michigan",122573,120143
"5858","37","male","Michigan",61723,60578
"5859","37","female","Michigan",60850,59565
"5860","38","total","Michigan",123304,122676
"5861","38","male","Michigan",62070,61748
"5862","38","female","Michigan",61234,60928
"5863","39","total","Michigan",122664,123300
"5864","39","male","Michigan",61656,62085
"5865","39","female","Michigan",61008,61215
"5866","40","total","Michigan",122766,122751
"5867","40","male","Michigan",61477,61625
"5868","40","female","Michigan",61289,61126
"5869","41","total","Michigan",119525,122679
"5870","41","male","Michigan",59616,61383
"5871","41","female","Michigan",59909,61296
"5872","42","total","Michigan",117203,119446
"5873","42","male","Michigan",58550,59553
"5874","42","female","Michigan",58653,59893
"5875","43","total","Michigan",115376,116964
"5876","43","male","Michigan",57636,58358
"5877","43","female","Michigan",57740,58606
"5878","44","total","Michigan",111332,115137
"5879","44","male","Michigan",55485,57462
"5880","44","female","Michigan",55847,57675
"5881","45","total","Michigan",113429,111039
"5882","45","male","Michigan",56330,55279
"5883","45","female","Michigan",57099,55760
"5884","46","total","Michigan",112965,113110
"5885","46","male","Michigan",56098,56233
"5886","46","female","Michigan",56867,56877
"5887","47","total","Michigan",116444,112450
"5888","47","male","Michigan",57842,55833
"5889","47","female","Michigan",58602,56617
"5890","48","total","Michigan",124862,115937
"5891","48","male","Michigan",62317,57522
"5892","48","female","Michigan",62545,58415
"5893","49","total","Michigan",134830,124209
"5894","49","male","Michigan",67501,61969
"5895","49","female","Michigan",67329,62240
"5896","50","total","Michigan",133008,134326
"5897","50","male","Michigan",66573,67255
"5898","50","female","Michigan",66435,67071
"5899","51","total","Michigan",128521,132266
"5900","51","male","Michigan",64383,66161
"5901","51","female","Michigan",64138,66105
"5902","52","total","Michigan",126966,127880
"5903","52","male","Michigan",63525,63991
"5904","52","female","Michigan",63441,63889
"5905","53","total","Michigan",129278,126102
"5906","53","male","Michigan",64403,62965
"5907","53","female","Michigan",64875,63137
"5908","54","total","Michigan",131252,128327
"5909","54","male","Michigan",65410,63946
"5910","54","female","Michigan",65842,64381
"5911","55","total","Michigan",136568,130144
"5912","55","male","Michigan",67764,64783
"5913","55","female","Michigan",68804,65361
"5914","56","total","Michigan",141520,135335
"5915","56","male","Michigan",70365,67079
"5916","56","female","Michigan",71155,68256
"5917","57","total","Michigan",142796,140279
"5918","57","male","Michigan",70897,69625
"5919","57","female","Michigan",71899,70654
"5920","58","total","Michigan",144441,141264
"5921","58","male","Michigan",71632,69965
"5922","58","female","Michigan",72809,71299
"5923","59","total","Michigan",145133,142906
"5924","59","male","Michigan",71579,70774
"5925","59","female","Michigan",73554,72132
"5926","60","total","Michigan",142422,143575
"5927","60","male","Michigan",70116,70667
"5928","60","female","Michigan",72306,72908
"5929","61","total","Michigan",142247,140634
"5930","61","male","Michigan",69998,69050
"5931","61","female","Michigan",72249,71584
"5932","62","total","Michigan",143065,140248
"5933","62","male","Michigan",70150,68824
"5934","62","female","Michigan",72915,71424
"5935","63","total","Michigan",141118,140767
"5936","63","male","Michigan",68853,68895
"5937","63","female","Michigan",72265,71872
"5938","64","total","Michigan",134318,138935
"5939","64","male","Michigan",65214,67518
"5940","64","female","Michigan",69104,71417
"5941","65","total","Michigan",130580,132032
"5942","65","male","Michigan",63123,63879
"5943","65","female","Michigan",67457,68153
"5944","66","total","Michigan",126297,128148
"5945","66","male","Michigan",60893,61704
"5946","66","female","Michigan",65404,66444
"5947","67","total","Michigan",121141,123871
"5948","67","male","Michigan",58234,59509
"5949","67","female","Michigan",62907,64362
"5950","68","total","Michigan",117207,118675
"5951","68","male","Michigan",56297,56803
"5952","68","female","Michigan",60910,61872
"5953","69","total","Michigan",110652,114586
"5954","69","male","Michigan",52659,54789
"5955","69","female","Michigan",57993,59797
"5956","70","total","Michigan",103792,108066
"5957","70","male","Michigan",49216,51203
"5958","70","female","Michigan",54576,56863
"5959","71","total","Michigan",100565,101024
"5960","71","male","Michigan",47442,47702
"5961","71","female","Michigan",53123,53322
"5962","72","total","Michigan",97655,97761
"5963","72","male","Michigan",45948,45915
"5964","72","female","Michigan",51707,51846
"5965","73","total","Michigan",102710,94666
"5966","73","male","Michigan",48511,44268
"5967","73","female","Michigan",54199,50398
"5968","74","total","Michigan",70690,99249
"5969","74","male","Michigan",32882,46646
"5970","74","female","Michigan",37808,52603
"5971","75","total","Michigan",67521,68153
"5972","75","male","Michigan",31229,31464
"5973","75","female","Michigan",36292,36689
"5974","76","total","Michigan",66573,64728
"5975","76","male","Michigan",30546,29779
"5976","76","female","Michigan",36027,34949
"5977","77","total","Michigan",68728,63659
"5978","77","male","Michigan",31321,29000
"5979","77","female","Michigan",37407,34659
"5980","78","total","Michigan",58634,65484
"5981","78","male","Michigan",26458,29552
"5982","78","female","Michigan",32176,35932
"5983","79","total","Michigan",51289,55528
"5984","79","male","Michigan",22848,24871
"5985","79","female","Michigan",28441,30657
"5986","80","total","Michigan",46012,48438
"5987","80","male","Michigan",20238,21333
"5988","80","female","Michigan",25774,27105
"5989","81","total","Michigan",42639,43149
"5990","81","male","Michigan",18640,18801
"5991","81","female","Michigan",23999,24348
"5992","82","total","Michigan",39582,39666
"5993","82","male","Michigan",16875,17158
"5994","82","female","Michigan",22707,22508
"5995","83","total","Michigan",34947,36500
"5996","83","male","Michigan",14596,15332
"5997","83","female","Michigan",20351,21168
"5998","84","total","Michigan",32143,31891
"5999","84","male","Michigan",13211,13081
"6000","84","female","Michigan",18932,18810
"6001","85+","total","Michigan",191648,187508
"6002","85+","male","Michigan",67394,66596
"6003","85+","female","Michigan",124254,120912
"6004","Total","total","Minnesota",5707165,5707390
"6005","Total","male","Minnesota",2860559,2860413
"6006","Total","female","Minnesota",2846606,2846977
"6007","0","total","Minnesota",66536,62897
"6008","0","male","Minnesota",34056,32055
"6009","0","female","Minnesota",32480,30842
"6010","1","total","Minnesota",67229,66722
"6011","1","male","Minnesota",34354,34060
"6012","1","female","Minnesota",32875,32662
"6013","2","total","Minnesota",69087,67458
"6014","2","male","Minnesota",35408,34435
"6015","2","female","Minnesota",33679,33023
"6016","3","total","Minnesota",71059,69239
"6017","3","male","Minnesota",36356,35445
"6018","3","female","Minnesota",34703,33794
"6019","4","total","Minnesota",73031,71188
"6020","4","male","Minnesota",37272,36435
"6021","4","female","Minnesota",35759,34753
"6022","5","total","Minnesota",73626,73141
"6023","5","male","Minnesota",37501,37356
"6024","5","female","Minnesota",36125,35785
"6025","6","total","Minnesota",73679,73687
"6026","6","male","Minnesota",37640,37580
"6027","6","female","Minnesota",36039,36107
"6028","7","total","Minnesota",73190,73728
"6029","7","male","Minnesota",37435,37670
"6030","7","female","Minnesota",35755,36058
"6031","8","total","Minnesota",72823,73126
"6032","8","male","Minnesota",37429,37377
"6033","8","female","Minnesota",35394,35749
"6034","9","total","Minnesota",73072,72870
"6035","9","male","Minnesota",37595,37449
"6036","9","female","Minnesota",35477,35421
"6037","10","total","Minnesota",75003,73031
"6038","10","male","Minnesota",38530,37552
"6039","10","female","Minnesota",36473,35479
"6040","11","total","Minnesota",76548,74961
"6041","11","male","Minnesota",39282,38546
"6042","11","female","Minnesota",37266,36415
"6043","12","total","Minnesota",79142,76591
"6044","12","male","Minnesota",40421,39357
"6045","12","female","Minnesota",38721,37234
"6046","13","total","Minnesota",78807,79096
"6047","13","male","Minnesota",40196,40395
"6048","13","female","Minnesota",38611,38701
"6049","14","total","Minnesota",77386,78784
"6050","14","male","Minnesota",39479,40185
"6051","14","female","Minnesota",37907,38599
"6052","15","total","Minnesota",76617,77329
"6053","15","male","Minnesota",38973,39404
"6054","15","female","Minnesota",37644,37925
"6055","16","total","Minnesota",77179,76530
"6056","16","male","Minnesota",39376,38950
"6057","16","female","Minnesota",37803,37580
"6058","17","total","Minnesota",75562,77189
"6059","17","male","Minnesota",38776,39405
"6060","17","female","Minnesota",36786,37784
"6061","18","total","Minnesota",71200,72774
"6062","18","male","Minnesota",36466,37312
"6063","18","female","Minnesota",34734,35462
"6064","19","total","Minnesota",71946,71064
"6065","19","male","Minnesota",36427,35990
"6066","19","female","Minnesota",35519,35074
"6067","20","total","Minnesota",71681,72038
"6068","20","male","Minnesota",36180,36368
"6069","20","female","Minnesota",35501,35670
"6070","21","total","Minnesota",70498,71821
"6071","21","male","Minnesota",35549,36316
"6072","21","female","Minnesota",34949,35505
"6073","22","total","Minnesota",70652,70836
"6074","22","male","Minnesota",35418,35567
"6075","22","female","Minnesota",35234,35269
"6076","23","total","Minnesota",69681,69221
"6077","23","male","Minnesota",34967,34795
"6078","23","female","Minnesota",34714,34426
"6079","24","total","Minnesota",70440,69775
"6080","24","male","Minnesota",35771,35411
"6081","24","female","Minnesota",34669,34364
"6082","25","total","Minnesota",72003,70515
"6083","25","male","Minnesota",36540,35714
"6084","25","female","Minnesota",35463,34801
"6085","26","total","Minnesota",73885,72213
"6086","26","male","Minnesota",37779,36866
"6087","26","female","Minnesota",36106,35347
"6088","27","total","Minnesota",74847,73757
"6089","27","male","Minnesota",38185,37632
"6090","27","female","Minnesota",36662,36125
"6091","28","total","Minnesota",75812,74780
"6092","28","male","Minnesota",38714,38197
"6093","28","female","Minnesota",37098,36583
"6094","29","total","Minnesota",75331,75964
"6095","29","male","Minnesota",38622,38721
"6096","29","female","Minnesota",36709,37243
"6097","30","total","Minnesota",75871,75398
"6098","30","male","Minnesota",38997,38645
"6099","30","female","Minnesota",36874,36753
"6100","31","total","Minnesota",75654,76088
"6101","31","male","Minnesota",38752,39057
"6102","31","female","Minnesota",36902,37031
"6103","32","total","Minnesota",76315,75851
"6104","32","male","Minnesota",39048,38837
"6105","32","female","Minnesota",37267,37014
"6106","33","total","Minnesota",77492,76228
"6107","33","male","Minnesota",39636,38961
"6108","33","female","Minnesota",37856,37267
"6109","34","total","Minnesota",79088,77523
"6110","34","male","Minnesota",40284,39609
"6111","34","female","Minnesota",38804,37914
"6112","35","total","Minnesota",80176,79039
"6113","35","male","Minnesota",40788,40317
"6114","35","female","Minnesota",39388,38722
"6115","36","total","Minnesota",78878,80063
"6116","36","male","Minnesota",40152,40716
"6117","36","female","Minnesota",38726,39347
"6118","37","total","Minnesota",80326,78810
"6119","37","male","Minnesota",41034,40134
"6120","37","female","Minnesota",39292,38676
"6121","38","total","Minnesota",80516,80069
"6122","38","male","Minnesota",41123,40897
"6123","38","female","Minnesota",39393,39172
"6124","39","total","Minnesota",79366,80299
"6125","39","male","Minnesota",40575,41029
"6126","39","female","Minnesota",38791,39270
"6127","40","total","Minnesota",77784,79203
"6128","40","male","Minnesota",39927,40491
"6129","40","female","Minnesota",37857,38712
"6130","41","total","Minnesota",73878,77543
"6131","41","male","Minnesota",37988,39804
"6132","41","female","Minnesota",35890,37739
"6133","42","total","Minnesota",70700,73562
"6134","42","male","Minnesota",36246,37865
"6135","42","female","Minnesota",34454,35697
"6136","43","total","Minnesota",68302,70532
"6137","43","male","Minnesota",34992,36139
"6138","43","female","Minnesota",33310,34393
"6139","44","total","Minnesota",64948,68038
"6140","44","male","Minnesota",33305,34891
"6141","44","female","Minnesota",31643,33147
"6142","45","total","Minnesota",64931,64695
"6143","45","male","Minnesota",33204,33187
"6144","45","female","Minnesota",31727,31508
"6145","46","total","Minnesota",62537,64644
"6146","46","male","Minnesota",31992,33063
"6147","46","female","Minnesota",30545,31581
"6148","47","total","Minnesota",62618,62118
"6149","47","male","Minnesota",31993,31752
"6150","47","female","Minnesota",30625,30366
"6151","48","total","Minnesota",66227,62301
"6152","48","male","Minnesota",33786,31837
"6153","48","female","Minnesota",32441,30464
"6154","49","total","Minnesota",71559,65706
"6155","49","male","Minnesota",36596,33491
"6156","49","female","Minnesota",34963,32215
"6157","50","total","Minnesota",71199,71184
"6158","50","male","Minnesota",36370,36402
"6159","50","female","Minnesota",34829,34782
"6160","51","total","Minnesota",69111,70649
"6161","51","male","Minnesota",35199,36013
"6162","51","female","Minnesota",33912,34636
"6163","52","total","Minnesota",67567,68711
"6164","52","male","Minnesota",34403,34995
"6165","52","female","Minnesota",33164,33716
"6166","53","total","Minnesota",68461,67112
"6167","53","male","Minnesota",34673,34101
"6168","53","female","Minnesota",33788,33011
"6169","54","total","Minnesota",70296,67901
"6170","54","male","Minnesota",35442,34357
"6171","54","female","Minnesota",34854,33544
"6172","55","total","Minnesota",73912,69541
"6173","55","male","Minnesota",37233,35073
"6174","55","female","Minnesota",36679,34468
"6175","56","total","Minnesota",76964,73117
"6176","56","male","Minnesota",38917,36794
"6177","56","female","Minnesota",38047,36323
"6178","57","total","Minnesota",78492,76224
"6179","57","male","Minnesota",39494,38502
"6180","57","female","Minnesota",38998,37722
"6181","58","total","Minnesota",79782,77581
"6182","58","male","Minnesota",40026,39000
"6183","58","female","Minnesota",39756,38581
"6184","59","total","Minnesota",80496,78732
"6185","59","male","Minnesota",40422,39431
"6186","59","female","Minnesota",40074,39301
"6187","60","total","Minnesota",78770,79476
"6188","60","male","Minnesota",39600,39854
"6189","60","female","Minnesota",39170,39622
"6190","61","total","Minnesota",77156,77714
"6191","61","male","Minnesota",38498,38998
"6192","61","female","Minnesota",38658,38716
"6193","62","total","Minnesota",76055,76036
"6194","62","male","Minnesota",37740,37852
"6195","62","female","Minnesota",38315,38184
"6196","63","total","Minnesota",74072,74863
"6197","63","male","Minnesota",36935,37046
"6198","63","female","Minnesota",37137,37817
"6199","64","total","Minnesota",70075,72831
"6200","64","male","Minnesota",35015,36196
"6201","64","female","Minnesota",35060,36635
"6202","65","total","Minnesota",67997,68876
"6203","65","male","Minnesota",33799,34284
"6204","65","female","Minnesota",34198,34592
"6205","66","total","Minnesota",65711,66772
"6206","66","male","Minnesota",32522,33088
"6207","66","female","Minnesota",33189,33684
"6208","67","total","Minnesota",63023,64454
"6209","67","male","Minnesota",30983,31821
"6210","67","female","Minnesota",32040,32633
"6211","68","total","Minnesota",60860,61839
"6212","68","male","Minnesota",29793,30234
"6213","68","female","Minnesota",31067,31605
"6214","69","total","Minnesota",57169,59686
"6215","69","male","Minnesota",27868,29079
"6216","69","female","Minnesota",29301,30607
"6217","70","total","Minnesota",53373,55952
"6218","70","male","Minnesota",25969,27152
"6219","70","female","Minnesota",27404,28800
"6220","71","total","Minnesota",51057,52253
"6221","71","male","Minnesota",24646,25332
"6222","71","female","Minnesota",26411,26921
"6223","72","total","Minnesota",48913,49779
"6224","72","male","Minnesota",23445,23895
"6225","72","female","Minnesota",25468,25884
"6226","73","total","Minnesota",51419,47761
"6227","73","male","Minnesota",24646,22783
"6228","73","female","Minnesota",26773,24978
"6229","74","total","Minnesota",35431,49815
"6230","74","male","Minnesota",16707,23726
"6231","74","female","Minnesota",18724,26089
"6232","75","total","Minnesota",34363,34213
"6233","75","male","Minnesota",16170,16060
"6234","75","female","Minnesota",18193,18153
"6235","76","total","Minnesota",33777,33329
"6236","76","male","Minnesota",15833,15565
"6237","76","female","Minnesota",17944,17764
"6238","77","total","Minnesota",34522,32585
"6239","77","male","Minnesota",15983,15145
"6240","77","female","Minnesota",18539,17440
"6241","78","total","Minnesota",29457,33150
"6242","78","male","Minnesota",13456,15234
"6243","78","female","Minnesota",16001,17916
"6244","79","total","Minnesota",26585,28160
"6245","79","male","Minnesota",11990,12721
"6246","79","female","Minnesota",14595,15439
"6247","80","total","Minnesota",24306,25202
"6248","80","male","Minnesota",10820,11184
"6249","80","female","Minnesota",13486,14018
"6250","81","total","Minnesota",22818,23083
"6251","81","male","Minnesota",10115,10134
"6252","81","female","Minnesota",12703,12949
"6253","82","total","Minnesota",21173,21411
"6254","82","male","Minnesota",9267,9397
"6255","82","female","Minnesota",11906,12014
"6256","83","total","Minnesota",19152,19785
"6257","83","male","Minnesota",8162,8545
"6258","83","female","Minnesota",10990,11240
"6259","84","total","Minnesota",17689,17675
"6260","84","male","Minnesota",7464,7414
"6261","84","female","Minnesota",10225,10261
"6262","85+","total","Minnesota",111244,109903
"6263","85+","male","Minnesota",39839,39739
"6264","85+","female","Minnesota",71405,70164
"6265","Total","total","Mississippi",2956870,2949965
"6266","Total","male","Mississippi",1440031,1435336
"6267","Total","female","Mississippi",1516839,1514629
"6268","0","total","Mississippi",34606,34518
"6269","0","male","Mississippi",17601,17650
"6270","0","female","Mississippi",17005,16868
"6271","1","total","Mississippi",35419,34517
"6272","1","male","Mississippi",18043,17604
"6273","1","female","Mississippi",17376,16913
"6274","2","total","Mississippi",36184,35499
"6275","2","male","Mississippi",18391,18080
"6276","2","female","Mississippi",17793,17419
"6277","3","total","Mississippi",36322,36144
"6278","3","male","Mississippi",18437,18314
"6279","3","female","Mississippi",17885,17830
"6280","4","total","Mississippi",36957,36213
"6281","4","male","Mississippi",18681,18419
"6282","4","female","Mississippi",18276,17794
"6283","5","total","Mississippi",37205,36888
"6284","5","male","Mississippi",18766,18642
"6285","5","female","Mississippi",18439,18246
"6286","6","total","Mississippi",37126,37095
"6287","6","male","Mississippi",18897,18797
"6288","6","female","Mississippi",18229,18298
"6289","7","total","Mississippi",37043,37048
"6290","7","male","Mississippi",18819,18830
"6291","7","female","Mississippi",18224,18218
"6292","8","total","Mississippi",37557,36933
"6293","8","male","Mississippi",19042,18784
"6294","8","female","Mississippi",18515,18149
"6295","9","total","Mississippi",37973,37483
"6296","9","male","Mississippi",19383,18997
"6297","9","female","Mississippi",18590,18486
"6298","10","total","Mississippi",39270,37892
"6299","10","male","Mississippi",20171,19318
"6300","10","female","Mississippi",19099,18574
"6301","11","total","Mississippi",41353,39222
"6302","11","male","Mississippi",21130,20146
"6303","11","female","Mississippi",20223,19076
"6304","12","total","Mississippi",43613,41291
"6305","12","male","Mississippi",22306,21066
"6306","12","female","Mississippi",21307,20225
"6307","13","total","Mississippi",43969,43572
"6308","13","male","Mississippi",22589,22248
"6309","13","female","Mississippi",21380,21324
"6310","14","total","Mississippi",42356,44016
"6311","14","male","Mississippi",21635,22618
"6312","14","female","Mississippi",20721,21398
"6313","15","total","Mississippi",41210,42325
"6314","15","male","Mississippi",21126,21676
"6315","15","female","Mississippi",20084,20649
"6316","16","total","Mississippi",41140,41254
"6317","16","male","Mississippi",21129,21141
"6318","16","female","Mississippi",20011,20113
"6319","17","total","Mississippi",40366,40925
"6320","17","male","Mississippi",20617,20881
"6321","17","female","Mississippi",19749,20044
"6322","18","total","Mississippi",39250,39420
"6323","18","male","Mississippi",20082,20217
"6324","18","female","Mississippi",19168,19203
"6325","19","total","Mississippi",40701,39677
"6326","19","male","Mississippi",20773,20271
"6327","19","female","Mississippi",19928,19406
"6328","20","total","Mississippi",40644,40173
"6329","20","male","Mississippi",20665,20410
"6330","20","female","Mississippi",19979,19763
"6331","21","total","Mississippi",39909,40848
"6332","21","male","Mississippi",20108,20658
"6333","21","female","Mississippi",19801,20190
"6334","22","total","Mississippi",39904,40078
"6335","22","male","Mississippi",20210,20298
"6336","22","female","Mississippi",19694,19780
"6337","23","total","Mississippi",39041,39283
"6338","23","male","Mississippi",19779,19831
"6339","23","female","Mississippi",19262,19452
"6340","24","total","Mississippi",38072,37974
"6341","24","male","Mississippi",19197,19185
"6342","24","female","Mississippi",18875,18789
"6343","25","total","Mississippi",38061,36917
"6344","25","male","Mississippi",19033,18549
"6345","25","female","Mississippi",19028,18368
"6346","26","total","Mississippi",38727,37548
"6347","26","male","Mississippi",19449,18721
"6348","26","female","Mississippi",19278,18827
"6349","27","total","Mississippi",39079,38018
"6350","27","male","Mississippi",19504,18938
"6351","27","female","Mississippi",19575,19080
"6352","28","total","Mississippi",39938,38825
"6353","28","male","Mississippi",19947,19381
"6354","28","female","Mississippi",19991,19444
"6355","29","total","Mississippi",40237,39463
"6356","29","male","Mississippi",19919,19622
"6357","29","female","Mississippi",20318,19841
"6358","30","total","Mississippi",40104,40067
"6359","30","male","Mississippi",19719,19820
"6360","30","female","Mississippi",20385,20247
"6361","31","total","Mississippi",38348,39794
"6362","31","male","Mississippi",18788,19478
"6363","31","female","Mississippi",19560,20316
"6364","32","total","Mississippi",36520,38068
"6365","32","male","Mississippi",17886,18641
"6366","32","female","Mississippi",18634,19427
"6367","33","total","Mississippi",35869,36355
"6368","33","male","Mississippi",17575,17784
"6369","33","female","Mississippi",18294,18571
"6370","34","total","Mississippi",36223,35712
"6371","34","male","Mississippi",17704,17402
"6372","34","female","Mississippi",18519,18310
"6373","35","total","Mississippi",36891,36195
"6374","35","male","Mississippi",17990,17688
"6375","35","female","Mississippi",18901,18507
"6376","36","total","Mississippi",36392,36700
"6377","36","male","Mississippi",17694,17843
"6378","36","female","Mississippi",18698,18857
"6379","37","total","Mississippi",37599,36211
"6380","37","male","Mississippi",18393,17569
"6381","37","female","Mississippi",19206,18642
"6382","38","total","Mississippi",38122,37414
"6383","38","male","Mississippi",18689,18277
"6384","38","female","Mississippi",19433,19137
"6385","39","total","Mississippi",38271,37940
"6386","39","male","Mississippi",18824,18586
"6387","39","female","Mississippi",19447,19354
"6388","40","total","Mississippi",38221,37931
"6389","40","male","Mississippi",18712,18518
"6390","40","female","Mississippi",19509,19413
"6391","41","total","Mississippi",36734,38233
"6392","41","male","Mississippi",17848,18725
"6393","41","female","Mississippi",18886,19508
"6394","42","total","Mississippi",35879,36496
"6395","42","male","Mississippi",17357,17647
"6396","42","female","Mississippi",18522,18849
"6397","43","total","Mississippi",35725,35695
"6398","43","male","Mississippi",17317,17224
"6399","43","female","Mississippi",18408,18471
"6400","44","total","Mississippi",34392,35560
"6401","44","male","Mississippi",16673,17240
"6402","44","female","Mississippi",17719,18320
"6403","45","total","Mississippi",34572,34106
"6404","45","male","Mississippi",16739,16478
"6405","45","female","Mississippi",17833,17628
"6406","46","total","Mississippi",33904,34398
"6407","46","male","Mississippi",16414,16641
"6408","46","female","Mississippi",17490,17757
"6409","47","total","Mississippi",34826,33770
"6410","47","male","Mississippi",16785,16322
"6411","47","female","Mississippi",18041,17448
"6412","48","total","Mississippi",36729,34659
"6413","48","male","Mississippi",17845,16663
"6414","48","female","Mississippi",18884,17996
"6415","49","total","Mississippi",38759,36705
"6416","49","male","Mississippi",18999,17857
"6417","49","female","Mississippi",19760,18848
"6418","50","total","Mississippi",37488,38502
"6419","50","male","Mississippi",18291,18775
"6420","50","female","Mississippi",19197,19727
"6421","51","total","Mississippi",35836,37305
"6422","51","male","Mississippi",17448,18123
"6423","51","female","Mississippi",18388,19182
"6424","52","total","Mississippi",35405,35761
"6425","52","male","Mississippi",17277,17412
"6426","52","female","Mississippi",18128,18349
"6427","53","total","Mississippi",35395,35206
"6428","53","male","Mississippi",17249,17157
"6429","53","female","Mississippi",18146,18049
"6430","54","total","Mississippi",36130,35160
"6431","54","male","Mississippi",17603,17069
"6432","54","female","Mississippi",18527,18091
"6433","55","total","Mississippi",37897,35779
"6434","55","male","Mississippi",18374,17385
"6435","55","female","Mississippi",19523,18394
"6436","56","total","Mississippi",39060,37651
"6437","56","male","Mississippi",18964,18211
"6438","56","female","Mississippi",20096,19440
"6439","57","total","Mississippi",39257,38782
"6440","57","male","Mississippi",19101,18824
"6441","57","female","Mississippi",20156,19958
"6442","58","total","Mississippi",39674,38858
"6443","58","male","Mississippi",19174,18808
"6444","58","female","Mississippi",20500,20050
"6445","59","total","Mississippi",39668,39299
"6446","59","male","Mississippi",19053,18960
"6447","59","female","Mississippi",20615,20339
"6448","60","total","Mississippi",39120,39199
"6449","60","male","Mississippi",18662,18770
"6450","60","female","Mississippi",20458,20429
"6451","61","total","Mississippi",38388,38648
"6452","61","male","Mississippi",18276,18371
"6453","61","female","Mississippi",20112,20277
"6454","62","total","Mississippi",37927,37914
"6455","62","male","Mississippi",18221,17971
"6456","62","female","Mississippi",19706,19943
"6457","63","total","Mississippi",37731,37468
"6458","63","male","Mississippi",18031,17912
"6459","63","female","Mississippi",19700,19556
"6460","64","total","Mississippi",36221,37121
"6461","64","male","Mississippi",17196,17690
"6462","64","female","Mississippi",19025,19431
"6463","65","total","Mississippi",35591,35661
"6464","65","male","Mississippi",16819,16826
"6465","65","female","Mississippi",18772,18835
"6466","66","total","Mississippi",34280,34909
"6467","66","male","Mississippi",16030,16401
"6468","66","female","Mississippi",18250,18508
"6469","67","total","Mississippi",32345,33556
"6470","67","male","Mississippi",15069,15588
"6471","67","female","Mississippi",17276,17968
"6472","68","total","Mississippi",31193,31617
"6473","68","male","Mississippi",14464,14620
"6474","68","female","Mississippi",16729,16997
"6475","69","total","Mississippi",30060,30482
"6476","69","male","Mississippi",13874,14049
"6477","69","female","Mississippi",16186,16433
"6478","70","total","Mississippi",28656,29270
"6479","70","male","Mississippi",13306,13455
"6480","70","female","Mississippi",15350,15815
"6481","71","total","Mississippi",27804,27901
"6482","71","male","Mississippi",12893,12888
"6483","71","female","Mississippi",14911,15013
"6484","72","total","Mississippi",27150,26919
"6485","72","male","Mississippi",12589,12410
"6486","72","female","Mississippi",14561,14509
"6487","73","total","Mississippi",28547,26222
"6488","73","male","Mississippi",13352,12096
"6489","73","female","Mississippi",15195,14126
